openrouter_model_id,openrouter_model_name,proposed_lmsys_model_name,proposed_lmsys_elo_score,match_confidence_score,notes_or_reasoning,id_similarity,name_similarity
mistralai/ministral-3b,Mistral: Ministral 3B,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
mistralai/ministral-8b,Mistral: Ministral 8B,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
mistralai/mistral-nemo,Mistral: Mistral Nemo,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
mistralai/mistral-nemo:free,Mistral: Mistral Nemo (free),NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
mistralai/mistral-saba,Mistral: Saba,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
mistralai/mistral-small,Mistral Small,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
mistralai/mistral-tiny,Mistral Tiny,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
mistralai/pixtral-12b,Mistral: Pixtral 12B,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
moonshotai/kimi-vl-a3b-thinking:free,Moonshot AI: Kimi VL A3B Thinking (free),NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
moonshotai/moonlight-16b-a3b-instruct:free,Moonshot AI: Moonlight 16B A3B Instruct (free),NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
neversleep/llama-3-lumimaid-70b,NeverSleep: Llama 3 Lumimaid 70B,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
neversleep/llama-3-lumimaid-8b,NeverSleep: Llama 3 Lumimaid 8B,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
neversleep/llama-3-lumimaid-8b:extended,NeverSleep: Llama 3 Lumimaid 8B (extended),NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
neversleep/llama-3.1-lumimaid-70b,NeverSleep: Lumimaid v0.2 70B,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
neversleep/llama-3.1-lumimaid-8b,NeverSleep: Lumimaid v0.2 8B,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
neversleep/noromaid-20b,Noromaid 20B,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
nothingiisreal/mn-celeste-12b,Mistral Nemo 12B Celeste,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
nousresearch/deephermes-3-llama-3-8b-preview:free,Nous: DeepHermes 3 Llama 3 8B Preview (free),NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
nousresearch/deephermes-3-mistral-24b-preview:free,Nous: DeepHermes 3 Mistral 24B Preview (free),NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
nousresearch/hermes-2-pro-llama-3-8b,NousResearch: Hermes 2 Pro - Llama-3 8B,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
nousresearch/hermes-3-llama-3.1-405b,Nous: Hermes 3 405B Instruct,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
nousresearch/hermes-3-llama-3.1-70b,Nous: Hermes 3 70B Instruct,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
open-r1/olympiccoder-32b:free,OlympicCoder 32B (free),NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
openai/chatgpt-4o-latest,OpenAI: ChatGPT-4o,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
openai/codex-mini,OpenAI: Codex Mini,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
openai/gpt-3.5-turbo,OpenAI: GPT-3.5 Turbo,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
openai/gpt-3.5-turbo-instruct,OpenAI: GPT-3.5 Turbo Instruct,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
openai/gpt-4,OpenAI: GPT-4,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
openai/gpt-4-32k,OpenAI: GPT-4 32k,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
openai/gpt-4-32k-0314,OpenAI: GPT-4 32k (older v0314),NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
openai/gpt-4-turbo,OpenAI: GPT-4 Turbo,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
openai/gpt-4-turbo-preview,OpenAI: GPT-4 Turbo Preview,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
openai/gpt-4.1,OpenAI: GPT-4.1,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
openai/gpt-4.1-mini,OpenAI: GPT-4.1 Mini,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
openai/gpt-4.1-nano,OpenAI: GPT-4.1 Nano,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
openai/gpt-4o,OpenAI: GPT-4o,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
openai/gpt-4o-2024-11-20,OpenAI: GPT-4o (2024-11-20),NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
openai/gpt-4o-mini,OpenAI: GPT-4o-mini,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
openai/gpt-4o-mini-search-preview,OpenAI: GPT-4o-mini Search Preview,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
openai/gpt-4o-search-preview,OpenAI: GPT-4o Search Preview,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
openai/gpt-4o:extended,OpenAI: GPT-4o (extended),NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
openai/o1,OpenAI: o1,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
openai/o1-mini,OpenAI: o1-mini,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
openai/o1-mini-2024-09-12,OpenAI: o1-mini (2024-09-12),NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
openai/o1-preview-2024-09-12,OpenAI: o1-preview (2024-09-12),NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
openai/o1-pro,OpenAI: o1-pro,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
openai/o3,OpenAI: o3,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
openai/o3-mini,OpenAI: o3 Mini,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
openai/o4-mini,OpenAI: o4 Mini,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
openai/o4-mini-high,OpenAI: o4 Mini High,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
opengvlab/internvl3-14b:free,OpenGVLab: InternVL3 14B (free),NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
opengvlab/internvl3-2b:free,OpenGVLab: InternVL3 2B (free),NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
openrouter/auto,Auto Router,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
perplexity/llama-3.1-sonar-large-128k-online,Perplexity: Llama 3.1 Sonar 70B Online,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
perplexity/llama-3.1-sonar-small-128k-online,Perplexity: Llama 3.1 Sonar 8B Online,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
perplexity/r1-1776,Perplexity: R1 1776,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
perplexity/sonar,Perplexity: Sonar,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
perplexity/sonar-deep-research,Perplexity: Sonar Deep Research,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
perplexity/sonar-pro,Perplexity: Sonar Pro,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
perplexity/sonar-reasoning,Perplexity: Sonar Reasoning,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
perplexity/sonar-reasoning-pro,Perplexity: Sonar Reasoning Pro,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
pygmalionai/mythalion-13b,Pygmalion: Mythalion 13B,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
qwen/qwen-plus,Qwen: Qwen-Plus,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
qwen/qwen-turbo,Qwen: Qwen-Turbo,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
qwen/qwen-vl-max,Qwen: Qwen VL Max,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
qwen/qwen-vl-plus,Qwen: Qwen VL Plus,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
qwen/qwen2.5-vl-3b-instruct:free,Qwen: Qwen2.5 VL 3B Instruct (free),NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
qwen/qwen3-14b,Qwen: Qwen3 14B,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
qwen/qwen3-14b:free,Qwen: Qwen3 14B (free),NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
qwen/qwen3-32b:free,Qwen: Qwen3 32B (free),NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
qwen/qwen3-8b,Qwen: Qwen3 8B,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
qwen/qwen3-8b:free,Qwen: Qwen3 8B (free),NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
qwen/qwq-32b:free,Qwen: QwQ 32B (free),NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
raifle/sorcererlm-8x22b,SorcererLM 8x22B,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
rekaai/reka-flash-3:free,Reka: Flash 3 (free),NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
sao10k/fimbulvetr-11b-v2,Fimbulvetr 11B v2,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
sao10k/l3-euryale-70b,Sao10k: Llama 3 Euryale 70B v2.1,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
sao10k/l3-lunaris-8b,Sao10K: Llama 3 8B Lunaris,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
sao10k/l3.1-euryale-70b,Sao10K: Llama 3.1 Euryale 70B v2.2,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
sao10k/l3.3-euryale-70b,Sao10K: Llama 3.3 Euryale 70B,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
scb10x/llama3.1-typhoon2-8b-instruct,Typhoon2 8B Instruct,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
shisa-ai/shisa-v2-llama3.3-70b:free,Shisa AI: Shisa V2 Llama 3.3 70B  (free),NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
sophosympatheia/midnight-rose-70b,Midnight Rose 70B,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
thedrummer/anubis-pro-105b-v1,TheDrummer: Anubis Pro 105B V1,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
thedrummer/rocinante-12b,Rocinante 12B,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
thedrummer/skyfall-36b-v2,TheDrummer: Skyfall 36B V2,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
thedrummer/unslopnemo-12b,Unslopnemo 12B,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
thedrummer/valkyrie-49b-v1,TheDrummer: Valkyrie 49B V1,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
thudm/glm-4-32b,THUDM: GLM 4 32B,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
thudm/glm-4-32b:free,THUDM: GLM 4 32B (free),NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
thudm/glm-z1-32b,THUDM: GLM Z1 32B,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
thudm/glm-z1-32b:free,THUDM: GLM Z1 32B (free),NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
thudm/glm-z1-rumination-32b,THUDM: GLM Z1 Rumination 32B ,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
tngtech/deepseek-r1t-chimera:free,TNG: DeepSeek R1T Chimera (free),NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
undi95/remm-slerp-l2-13b,ReMM SLERP 13B,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
undi95/toppy-m-7b,Toppy M 7B,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
x-ai/grok-2-1212,xAI: Grok 2 1212,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
x-ai/grok-2-vision-1212,xAI: Grok 2 Vision 1212,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
x-ai/grok-3-beta,xAI: Grok 3 Beta,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
x-ai/grok-3-mini-beta,xAI: Grok 3 Mini Beta,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
x-ai/grok-beta,xAI: Grok Beta,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
x-ai/grok-vision-beta,xAI: Grok Vision Beta,NO_MATCH_FOUND,,0,No similar LMSYS model found (similarity < 70%),0,0
