openrouter_id,display_name,is_active,description,context_length,input_price_usd_million,output_price_usd_million,is_multimodal,cost_band,is_free,supports_reasoning,supports_pdf,current_elo_score,created_at,updated_at,matched_lmsys_model,matched_elo_score,match_confidence,match_reasoning,lmsys_rank,lmsys_organization,has_elo_match
mistralai/mistral-tiny,Mistral Tiny,YES,"Note: This model is being deprecated. Recommended replacement is the newer [Ministral 8B](/mistral/ministral-8b)

This model is currently powered by Mistral-7B-v0.2, and incorporates a ""better"" fine-tuning than [Mistral 7B](/models/mistralai/mistral-7b-instruct-v0.1), inspired by community work. It's best used for large batch processing tasks where cost is a significant factor but reasoning capabilities are not crucial.",32768,0.5,0.5,NO,$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 17:00:18.429898,,,,No confident match found,,,NO
mistralai/mixtral-8x22b-instruct,Mistral: Mixtral 8x22B Instruct,YES,"Mistral's official instruct fine-tuned version of [Mixtral 8x22B](/models/mistralai/mixtral-8x22b). It uses 39B active parameters out of 141B, offering unparalleled cost efficiency for its size. Its strengths include:
- strong math, coding, and reasoning
- large context length (64k)
- fluency in English, French, Italian, German, and Spanish

See benchmarks on the launch announcement [here](https://mistral.ai/news/mixtral-8x22b/).
#moe",65536,0.7999999999999999,2.4,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 17:00:12.529863,Granite-3.0-2B-Instruct,1070,70.22%,Exact variant match; Same model family,152,IBM,YES
mistralai/mixtral-8x7b-instruct,Mistral: Mixtral 8x7B Instruct,YES,"Mixtral 8x7B Instruct is a pretrained generative Sparse Mixture of Experts, by Mistral AI, for chat and instruction use. Incorporates 8 experts (feed-forward networks) for a total of 47 billion parameters.

Instruct model fine-tuned by Mistral. #moe",32768,0.16,0.48,NO,$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 17:00:18.929893,,,,No confident match found,,,NO
mistralai/pixtral-12b,Mistral: Pixtral 12B,YES,"The first multi-modal, text+image-to-text model from Mistral AI. Its weights were launched via torrent: https://x.com/mistralai/status/1833758285167722836.",32768,0.19999999999999998,0.19999999999999998,YES,$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:55.829854,OpenAssistant-Pythia-12B,890,70.82%,Exact variant match; Same model family,196,OpenAssistant,YES
mistralai/pixtral-large-2411,Mistral: Pixtral Large 2411,YES,"Pixtral Large is a 124B parameter, open-weight, multimodal model built on top of [Mistral Large 2](/mistralai/mistral-large-2411). The model is able to understand documents, charts and natural images.

The model is available under the Mistral Research License (MRL) for research and educational use, and the Mistral Commercial License for experimentation, testing, and production for commercial purposes.

",131072,4.0,12.0,YES,$$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:44.775976,,,,No confident match found,,,NO
moonshotai/kimi-vl-a3b-thinking:free,Moonshot AI: Kimi VL A3B Thinking (free),YES,"Kimi-VL is a lightweight Mixture-of-Experts vision-language model that activates only 2.8B parameters per step while delivering strong performance on multimodal reasoning and long-context tasks. The Kimi-VL-A3B-Thinking variant, fine-tuned with chain-of-thought and reinforcement learning, excels in math and visual reasoning benchmarks like MathVision, MMMU, and MathVista, rivaling much larger models such as Qwen2.5-VL-7B and Gemma-3-12B. It supports 128K context and high-resolution input via its MoonViT encoder.",131072,,,YES,,YES,YES,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:15.374964,,,,No confident match found,,,NO
moonshotai/moonlight-16b-a3b-instruct:free,Moonshot AI: Moonlight 16B A3B Instruct (free),YES,"Moonlight-16B-A3B-Instruct is a 16B-parameter Mixture-of-Experts (MoE) language model developed by Moonshot AI. It is optimized for instruction-following tasks with 3B activated parameters per inference. The model advances the Pareto frontier in performance per FLOP across English, coding, math, and Chinese benchmarks. It outperforms comparable models like Llama3-3B and Deepseek-v2-Lite while maintaining efficient deployment capabilities through Hugging Face integration and compatibility with popular inference engines like vLLM12.",8192,,,NO,,YES,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:27.229787,,,,No confident match found,,,NO
neversleep/llama-3-lumimaid-70b,NeverSleep: Llama 3 Lumimaid 70B,YES,"The NeverSleep team is back, with a Llama 3 70B finetune trained on their curated roleplay data. Striking a balance between eRP and RP, Lumimaid was designed to be serious, yet uncensored when necessary.

To enhance it's overall intelligence and chat capability, roughly 40% of the training data was not roleplay. This provides a breadth of knowledge to access, while still keeping roleplay as the primary strength.

Usage of this model is subject to [Meta's Acceptable Use Policy](https://llama.meta.com/llama3/use-policy/).",8192,8.0,12.0,NO,$$$,NO,NO,NO,1300,2025-05-07 21:34:51.563806,2025-05-24 17:00:08.030047,,,,No confident match found,,,NO
neversleep/llama-3-lumimaid-8b,NeverSleep: Llama 3 Lumimaid 8B,YES,"The NeverSleep team is back, with a Llama 3 8B finetune trained on their curated roleplay data. Striking a balance between eRP and RP, Lumimaid was designed to be serious, yet uncensored when necessary.

To enhance it's overall intelligence and chat capability, roughly 40% of the training data was not roleplay. This provides a breadth of knowledge to access, while still keeping roleplay as the primary strength.

Usage of this model is subject to [Meta's Acceptable Use Policy](https://llama.meta.com/llama3/use-policy/).",24576,0.39999999999999997,2.5,NO,$$,NO,NO,NO,1300,2025-05-07 21:34:51.563806,2025-05-24 17:00:11.430060,,,,No confident match found,,,NO
neversleep/llama-3-lumimaid-8b:extended,NeverSleep: Llama 3 Lumimaid 8B (extended),YES,"The NeverSleep team is back, with a Llama 3 8B finetune trained on their curated roleplay data. Striking a balance between eRP and RP, Lumimaid was designed to be serious, yet uncensored when necessary.

To enhance it's overall intelligence and chat capability, roughly 40% of the training data was not roleplay. This provides a breadth of knowledge to access, while still keeping roleplay as the primary strength.

Usage of this model is subject to [Meta's Acceptable Use Policy](https://llama.meta.com/llama3/use-policy/).",24576,0.39999999999999997,2.5,NO,$$,NO,NO,NO,1300,2025-05-07 21:34:51.563806,2025-05-24 17:00:11.129692,,,,No confident match found,,,NO
neversleep/llama-3.1-lumimaid-70b,NeverSleep: Lumimaid v0.2 70B,YES,"Lumimaid v0.2 70B is a finetune of [Llama 3.1 70B](/meta-llama/llama-3.1-70b-instruct) with a ""HUGE step up dataset wise"" compared to Lumimaid v0.1. Sloppy chats output were purged.

Usage of this model is subject to [Meta's Acceptable Use Policy](https://llama.meta.com/llama3/use-policy/).",16384,5.0,6.0,NO,$$,NO,NO,NO,1300,2025-05-07 21:34:51.563806,2025-05-24 16:59:48.030037,,,,No confident match found,,,NO
neversleep/llama-3.1-lumimaid-8b,NeverSleep: Lumimaid v0.2 8B,YES,"Lumimaid v0.2 8B is a finetune of [Llama 3.1 8B](/models/meta-llama/llama-3.1-8b-instruct) with a ""HUGE step up dataset wise"" compared to Lumimaid v0.1. Sloppy chats output were purged.

Usage of this model is subject to [Meta's Acceptable Use Policy](https://llama.meta.com/llama3/use-policy/).",32768,0.39999999999999997,2.5,NO,$$,NO,NO,NO,1300,2025-05-07 21:34:51.563806,2025-05-24 16:59:54.630020,,,,No confident match found,,,NO
neversleep/noromaid-20b,Noromaid 20B,YES,"A collab between IkariDev and Undi. This merge is suitable for RP, ERP, and general knowledge.

#merge #uncensored",8192,2.5,4.0,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 17:00:19.129882,,,,No confident match found,,,NO
nothingiisreal/mn-celeste-12b,Mistral Nemo 12B Celeste,YES,"A specialized story writing and roleplaying model based on Mistral's NeMo 12B Instruct. Fine-tuned on curated datasets including Reddit Writing Prompts and Opus Instruct 25K.

This model excels at creative writing, offering improved NSFW capabilities, with smarter and more active narration. It demonstrates remarkable versatility in both SFW and NSFW scenarios, with strong Out of Character (OOC) steering capabilities, allowing fine-tuned control over narrative direction and character behavior.

Check out the model's [HuggingFace page](https://huggingface.co/nothingiisreal/MN-12B-Celeste-V1.9) for details on what parameters and prompts work best!",16384,1.5999999999999999,2.4,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:59.733646,,,,No confident match found,,,NO
nousresearch/deephermes-3-llama-3-8b-preview:free,Nous: DeepHermes 3 Llama 3 8B Preview (free),YES,"DeepHermes 3 Preview is the latest version of our flagship Hermes series of LLMs by Nous Research, and one of the first models in the world to unify Reasoning (long chains of thought that improve answer accuracy) and normal LLM response modes into one model. We have also improved LLM annotation, judgement, and function calling.

DeepHermes 3 Preview is one of the first LLM models to unify both ""intuitive"", traditional mode responses and long chain of thought reasoning responses into a single model, toggled by a system prompt.",131072,,,NO,,YES,NO,NO,1300,2025-05-07 21:34:51.563806,2025-05-24 16:59:27.430058,,,,No confident match found,,,NO
nousresearch/deephermes-3-mistral-24b-preview:free,Nous: DeepHermes 3 Mistral 24B Preview (free),YES,"DeepHermes 3 (Mistral 24B Preview) is an instruction-tuned language model by Nous Research based on Mistral-Small-24B, designed for chat, function calling, and advanced multi-turn reasoning. It introduces a dual-mode system that toggles between intuitive chat responses and structured “deep reasoning” mode using special system prompts. Fine-tuned via distillation from R1, it supports structured output (JSON mode) and function call syntax for agent-based applications.

DeepHermes 3 supports a **reasoning toggle via system prompt**, allowing users to switch between fast, intuitive responses and deliberate, multi-step reasoning. When activated with the following specific system instruction, the model enters a *""deep thinking""* mode—generating extended chains of thought wrapped in `<think></think>` tags before delivering a final answer. 

System Prompt: You are a deep thinking AI, you may use extremely long chains of thought to deeply consider the problem and deliberate with yourself via systematic reasoning processes to help come to a correct solution prior to answering. You should enclose your thoughts and internal monologue inside <think> </think> tags, and then provide your solution or response to the problem.
",32768,,,NO,,YES,YES,NO,,2025-05-11 04:46:36.540762,2025-05-24 16:59:01.852619,,,,No confident match found,,,NO
nousresearch/hermes-2-pro-llama-3-8b,NousResearch: Hermes 2 Pro - Llama-3 8B,YES,"Hermes 2 Pro is an upgraded, retrained version of Nous Hermes 2, consisting of an updated and cleaned version of the OpenHermes 2.5 Dataset, as well as a newly introduced Function Calling and JSON Mode dataset developed in-house.",131072,0.049999999999999996,0.08,NO,$,NO,NO,NO,1300,2025-05-07 21:34:51.563806,2025-05-24 17:00:06.530034,,,,No confident match found,,,NO
nousresearch/hermes-3-llama-3.1-405b,Nous: Hermes 3 405B Instruct,YES,"Hermes 3 is a generalist language model with many improvements over Hermes 2, including advanced agentic capabilities, much better roleplaying, reasoning, multi-turn conversation, long context coherence, and improvements across the board.

Hermes 3 405B is a frontier-level, full-parameter finetune of the Llama-3.1 405B foundation model, focused on aligning LLMs to the user, with powerful steering capabilities and control given to the end user.

The Hermes 3 series builds and expands on the Hermes 2 set of capabilities, including more powerful and reliable function calling and structured output capabilities, generalist assistant capabilities, and improved code generation skills.

Hermes 3 is competitive, if not superior, to Llama-3.1 Instruct models at general capabilities, with varying strengths and weaknesses attributable between the two.",131072,1.4,1.5999999999999999,NO,$$,NO,NO,NO,1300,2025-05-07 21:34:51.563806,2025-05-24 16:59:57.830023,,,,No confident match found,,,NO
nousresearch/hermes-3-llama-3.1-70b,Nous: Hermes 3 70B Instruct,YES,"Hermes 3 is a generalist language model with many improvements over [Hermes 2](/models/nousresearch/nous-hermes-2-mistral-7b-dpo), including advanced agentic capabilities, much better roleplaying, reasoning, multi-turn conversation, long context coherence, and improvements across the board.

Hermes 3 70B is a competitive, if not superior finetune of the [Llama-3.1 70B foundation model](/models/meta-llama/llama-3.1-70b-instruct), focused on aligning LLMs to the user, with powerful steering capabilities and control given to the end user.

The Hermes 3 series builds and expands on the Hermes 2 set of capabilities, including more powerful and reliable function calling and structured output capabilities, generalist assistant capabilities, and improved code generation skills.",131072,0.24,0.6,NO,$,NO,NO,NO,1300,2025-05-07 21:34:51.563806,2025-05-24 16:59:57.530053,,,,No confident match found,,,NO
nousresearch/nous-hermes-2-mixtral-8x7b-dpo,Nous: Hermes 2 Mixtral 8x7B DPO,YES,"Nous Hermes 2 Mixtral 8x7B DPO is the new flagship Nous Research model trained over the [Mixtral 8x7B MoE LLM](/models/mistralai/mixtral-8x7b).

The model was trained on over 1,000,000 entries of primarily [GPT-4](/models/openai/gpt-4) generated data, as well as other high quality data from open datasets across the AI landscape, achieving state of the art performance on a variety of tasks.

#moe",32768,1.2,1.2,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 17:00:17.629890,Nous-Hermes-2-Mixtral-8x7B-DPO,1081,92.0%,Exact variant match; High string similarity; Same model family,145,NousResearch,YES
nvidia/llama-3.1-nemotron-70b-instruct,NVIDIA: Llama 3.1 Nemotron 70B Instruct,YES,"NVIDIA's Llama 3.1 Nemotron 70B is a language model designed for generating precise and useful responses. Leveraging [Llama 3.1 70B](/models/meta-llama/llama-3.1-70b-instruct) architecture and Reinforcement Learning from Human Feedback (RLHF), it excels in automatic alignment benchmarks. This model is tailored for applications requiring high accuracy in helpfulness and response generation, suitable for diverse user queries across multiple domains.

Usage of this model is subject to [Meta's Acceptable Use Policy](https://www.llama.com/llama3/use-policy/).",131072,0.24,0.6,NO,$,NO,NO,NO,1300,2025-05-07 21:34:51.563806,2025-05-24 16:59:50.330035,,,,No confident match found,,,NO
nvidia/llama-3.1-nemotron-ultra-253b-v1:free,NVIDIA: Llama 3.1 Nemotron Ultra 253B v1 (free),YES,"Llama-3.1-Nemotron-Ultra-253B-v1 is a large language model (LLM) optimized for advanced reasoning, human-interactive chat, retrieval-augmented generation (RAG), and tool-calling tasks. Derived from Meta’s Llama-3.1-405B-Instruct, it has been significantly customized using Neural Architecture Search (NAS), resulting in enhanced efficiency, reduced memory usage, and improved inference latency. The model supports a context length of up to 128K tokens and can operate efficiently on an 8x NVIDIA H100 node.

Note: you must include `detailed thinking on` in the system prompt to enable reasoning. Please see [Usage Recommendations](https://huggingface.co/nvidia/Llama-3_1-Nemotron-Ultra-253B-v1#quick-start-and-usage-recommendations) for more.",131072,,,NO,,YES,NO,NO,1300,2025-05-07 21:34:51.563806,2025-05-24 16:59:16.529946,,,,No confident match found,,,NO
nvidia/llama-3.3-nemotron-super-49b-v1,NVIDIA: Llama 3.3 Nemotron Super 49B v1,YES,"Llama-3.3-Nemotron-Super-49B-v1 is a large language model (LLM) optimized for advanced reasoning, conversational interactions, retrieval-augmented generation (RAG), and tool-calling tasks. Derived from Meta's Llama-3.3-70B-Instruct, it employs a Neural Architecture Search (NAS) approach, significantly enhancing efficiency and reducing memory requirements. This allows the model to support a context length of up to 128K tokens and fit efficiently on single high-performance GPUs, such as NVIDIA H200.

Note: you must include `detailed thinking on` in the system prompt to enable reasoning. Please see [Usage Recommendations](https://huggingface.co/nvidia/Llama-3_1-Nemotron-Ultra-253B-v1#quick-start-and-usage-recommendations) for more.",131072,0.26,0.7999999999999999,NO,$,NO,NO,NO,1300,2025-05-07 21:34:51.563806,2025-05-24 16:59:16.330024,,,,No confident match found,,,NO
nvidia/llama-3.3-nemotron-super-49b-v1:free,NVIDIA: Llama 3.3 Nemotron Super 49B v1 (free),YES,"Llama-3.3-Nemotron-Super-49B-v1 is a large language model (LLM) optimized for advanced reasoning, conversational interactions, retrieval-augmented generation (RAG), and tool-calling tasks. Derived from Meta's Llama-3.3-70B-Instruct, it employs a Neural Architecture Search (NAS) approach, significantly enhancing efficiency and reducing memory requirements. This allows the model to support a context length of up to 128K tokens and fit efficiently on single high-performance GPUs, such as NVIDIA H200.

Note: you must include `detailed thinking on` in the system prompt to enable reasoning. Please see [Usage Recommendations](https://huggingface.co/nvidia/Llama-3_1-Nemotron-Ultra-253B-v1#quick-start-and-usage-recommendations) for more.",131072,,,NO,,YES,NO,NO,1300,2025-05-07 21:34:51.563806,2025-05-24 16:59:16.029889,,,,No confident match found,,,NO
open-r1/olympiccoder-32b:free,OlympicCoder 32B (free),YES,"OlympicCoder-32B is a high-performing open-source model fine-tuned using the CodeForces-CoTs dataset, containing approximately 100,000 chain-of-thought programming samples. It excels at complex competitive programming benchmarks, such as IOI 2024 and Codeforces-style challenges, frequently surpassing state-of-the-art closed-source models. OlympicCoder-32B provides advanced reasoning, coherent multi-step problem-solving, and robust code generation capabilities, demonstrating significant potential for olympiad-level competitive programming applications.",32768,,,NO,,YES,YES,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:21.529841,,,,No confident match found,,,NO
openai/chatgpt-4o-latest,OpenAI: ChatGPT-4o,YES,"OpenAI ChatGPT 4o is continually updated by OpenAI to point to the current version of GPT-4o used by ChatGPT. It therefore differs slightly from the API version of [GPT-4o](/models/openai/gpt-4o) in that it has additional RLHF. It is intended for research and evaluation.

OpenAI notes that this model is not suited for production use-cases as it may be removed or redirected to another model in the future.",128000,10.0,30.0,YES,$$$,NO,NO,NO,1405,2025-05-07 21:34:51.563806,2025-05-24 16:59:58.130266,ChatGPT-4o-latest (2025-03-26),1405,100.0%,Exact variant match; Strong feature alignment; High string similarity; Same model family,2,OpenAI,YES
openai/codex-mini,OpenAI: Codex Mini,YES,"codex-mini-latest is a fine-tuned version of o4-mini specifically for use in Codex CLI. For direct use in the API, we recommend starting with gpt-4.1.",200000,3.0,12.0,YES,$$$,NO,YES,NO,,2025-05-16 16:12:45.049594,2025-05-24 16:59:01.529886,o3-mini,1302,74.67%,Exact variant match; Same model family,26,OpenAI,YES
openai/gpt-3.5-turbo,OpenAI: GPT-3.5 Turbo,YES,"GPT-3.5 Turbo is OpenAI's fastest model. It can understand and generate natural language or code, and is optimized for chat and traditional completion tasks.

Training data up to Sep 2021.",16385,1.0,3.0,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 17:00:24.329866,GPT-3.5-Turbo-0125,1102,93.33%,Exact variant match; Strong feature alignment; High string similarity; Same model family,137,OpenAI,YES
openai/gpt-3.5-turbo-0125,OpenAI: GPT-3.5 Turbo 16k,YES,"The latest GPT-3.5 Turbo model with improved instruction following, JSON mode, reproducible outputs, parallel function calling, and more. Training data: up to Sep 2021.

This version has a higher accuracy at responding in requested formats and a fix for a bug which caused a text encoding issue for non-English language function calls.",16385,1.0,3.0,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 17:00:24.577856,GPT-3.5-Turbo-1106,1064,95.56%,Exact variant match; Strong feature alignment; High string similarity; Same model family,154,OpenAI,YES
openai/gpt-3.5-turbo-0613,OpenAI: GPT-3.5 Turbo (older v0613),YES,"GPT-3.5 Turbo is OpenAI's fastest model. It can understand and generate natural language or code, and is optimized for chat and traditional completion tasks.

Training data up to Sep 2021.",4095,2.0,4.0,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 17:00:17.029852,GPT-4-Turbo-2024-04-09,1253,75.7%,Exact variant match; Same model family,64,OpenAI,YES
openai/gpt-3.5-turbo-1106,OpenAI: GPT-3.5 Turbo 16k (older v1106),YES,"An older GPT-3.5 Turbo model with improved instruction following, JSON mode, reproducible outputs, parallel function calling, and more. Training data: up to Sep 2021.",16385,2.0,4.0,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 17:00:21.229840,,,,No confident match found,,,NO
openai/gpt-3.5-turbo-16k,OpenAI: GPT-3.5 Turbo 16k,YES,"This model offers four times the context length of gpt-3.5-turbo, allowing it to support approximately 20 pages of text in a single request at a higher cost. Training data: up to Sep 2021.",16385,6.0,8.0,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 17:00:21.810393,,,,No confident match found,,,NO
openai/gpt-3.5-turbo-instruct,OpenAI: GPT-3.5 Turbo Instruct,YES,This model is a variant of GPT-3.5 Turbo tuned for instructional prompts and omitting chat-related optimizations. Training data: up to Sep 2021.,4095,3.0,4.0,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 17:00:21.520094,,,,No confident match found,,,NO
openai/gpt-4,OpenAI: GPT-4,YES,"OpenAI's flagship model, GPT-4 is a large-scale multimodal language model capable of solving difficult problems with greater accuracy than previous models due to its broader general knowledge and advanced reasoning capabilities. Training data: up to Sep 2021.",8191,60.0,120.0,NO,$$$$,NO,NO,NO,1405,2025-05-07 21:34:51.563806,2025-05-24 17:00:24.829996,GPT-4-0314,1183,82.67%,Exact variant match; Same model family,103,OpenAI,YES
openai/gpt-4-0314,OpenAI: GPT-4 (older v0314),YES,"GPT-4-0314 is the first version of GPT-4 released, with a context length of 8,192 tokens, and was supported until June 14. Training data: up to Sep 2021.",8191,60.0,120.0,NO,$$$$,NO,NO,NO,1405,2025-05-07 21:34:51.563806,2025-05-24 17:00:25.030060,GPT-4-0613,1160,86.0%,Exact variant match; Same model family,115,OpenAI,YES
openai/gpt-4-1106-preview,OpenAI: GPT-4 Turbo (older v1106),YES,"The latest GPT-4 Turbo model with vision capabilities. Vision requests can now use JSON mode and function calling.

Training data: up to April 2023.",128000,20.0,60.0,NO,$$$,NO,NO,NO,1405,2025-05-07 21:34:51.563806,2025-05-24 17:00:21.430033,GPT-4-1106-preview,1246,100.0%,Exact variant match; Strong feature alignment; High string similarity; Same model family,70,OpenAI,YES
openai/gpt-4-32k,OpenAI: GPT-4 32k,YES,"GPT-4-32k is an extended version of GPT-4, with the same capabilities but quadrupled context length, allowing for processing up to 40 pages of text in a single pass. This is particularly beneficial for handling longer content like interacting with PDFs without an external vector database. Training data: up to Sep 2021.",32767,120.0,240.0,NO,$$$$,NO,NO,NO,1405,2025-05-07 21:34:51.563806,2025-05-24 17:00:22.029996,GPT-4o-2024-05-13,1281,76.0%,Exact variant match; Same model family,38,OpenAI,YES
openai/gpt-4-32k-0314,OpenAI: GPT-4 32k (older v0314),YES,"GPT-4-32k is an extended version of GPT-4, with the same capabilities but quadrupled context length, allowing for processing up to 40 pages of text in a single pass. This is particularly beneficial for handling longer content like interacting with PDFs without an external vector database. Training data: up to Sep 2021.",32767,120.0,240.0,NO,$$$$,NO,NO,NO,1405,2025-05-07 21:34:51.563806,2025-05-24 17:00:22.330012,GPT-4.1-2025-04-14,1365,80.27%,Exact variant match; Same model family,8,OpenAI,YES
openai/gpt-4-turbo,OpenAI: GPT-4 Turbo,YES,"The latest GPT-4 Turbo model with vision capabilities. Vision requests can now use JSON mode and function calling.

Training data: up to December 2023.",128000,20.0,60.0,YES,$$$,NO,NO,NO,1405,2025-05-07 21:34:51.563806,2025-05-24 17:00:13.429972,GPT4All-13B-Snoozy,929,75.2%,Exact variant match; Same model family,192,Nomic AI,YES
openai/gpt-4-turbo-preview,OpenAI: GPT-4 Turbo Preview,YES,"The preview GPT-4 model with improved instruction following, JSON mode, reproducible outputs, parallel function calling, and more. Training data: up to Dec 2023.

**Note:** heavily rate limited by OpenAI while in preview.",128000,20.0,60.0,NO,$$$,NO,NO,NO,1405,2025-05-07 21:34:51.563806,2025-05-24 17:00:17.330069,GPT-4.5-Preview,1394,89.03%,Exact variant match; Strong feature alignment; Same model family,4,OpenAI,YES
openai/gpt-4.1,OpenAI: GPT-4.1,YES,"GPT-4.1 is a flagship large language model optimized for advanced instruction following, real-world software engineering, and long-context reasoning. It supports a 1 million token context window and outperforms GPT-4o and GPT-4.5 across coding (54.6% SWE-bench Verified), instruction compliance (87.4% IFEval), and multimodal understanding benchmarks. It is tuned for precise code diffs, agent reliability, and high recall in large document contexts, making it ideal for agents, IDE tooling, and enterprise knowledge retrieval.",1047576,4.0,16.0,YES,$$$,NO,NO,YES,1405,2025-05-07 21:34:51.563806,2025-05-24 16:59:13.629969,GPT-4.1-nano-2025-04-14,1269,74.18%,Exact variant match; Same model family,45,OpenAI,YES
openai/gpt-4.1-mini,OpenAI: GPT-4.1 Mini,YES,"GPT-4.1 Mini is a mid-sized model delivering performance competitive with GPT-4o at substantially lower latency and cost. It retains a 1 million token context window and scores 45.1% on hard instruction evals, 35.8% on MultiChallenge, and 84.1% on IFEval. Mini also shows strong coding ability (e.g., 31.6% on Aider’s polyglot diff benchmark) and vision understanding, making it suitable for interactive applications with tight performance constraints.",1047576,0.7999999999999999,3.1999999999999997,YES,$$,NO,NO,YES,1405,2025-05-07 21:34:51.563806,2025-05-24 16:59:13.929922,GPT-4.1-mini-2025-04-14,1319,95.69%,Exact variant match; Strong feature alignment; Same model family,20,OpenAI,YES
openai/gpt-4.1-nano,OpenAI: GPT-4.1 Nano,YES,"For tasks that demand low latency, GPT‑4.1 nano is the fastest and cheapest model in the GPT-4.1 series. It delivers exceptional performance at a small size with its 1 million token context window, and scores 80.1% on MMLU, 50.3% on GPQA, and 9.8% on Aider polyglot coding – even higher than GPT‑4o mini. It’s ideal for tasks like classification or autocompletion.",1047576,0.19999999999999998,0.7999999999999999,YES,$,NO,NO,YES,1405,2025-05-07 21:34:51.563806,2025-05-24 16:59:14.129925,GPT-4o-2024-08-06,1262,71.78%,Exact variant match; Same model family,52,OpenAI,YES
openai/gpt-4.5-preview,OpenAI: GPT-4.5 (Preview),YES,"GPT-4.5 (Preview) is a research preview of OpenAI’s latest language model, designed to advance capabilities in reasoning, creativity, and multi-turn conversation. It builds on previous iterations with improvements in world knowledge, contextual coherence, and the ability to follow user intent more effectively.

The model demonstrates enhanced performance in tasks that require open-ended thinking, problem-solving, and communication. Early testing suggests it is better at generating nuanced responses, maintaining long-context coherence, and reducing hallucinations compared to earlier versions.

This research preview is intended to help evaluate GPT-4.5’s strengths and limitations in real-world use cases as OpenAI continues to refine and develop future models. Read more at the [blog post here.](https://openai.com/index/introducing-gpt-4-5/)",128000,150.0,300.0,YES,$$$$,NO,NO,NO,1405,2025-05-07 21:34:51.563806,2025-05-24 16:59:27.729953,GPT-4-0125-preview,1241,93.16%,Exact variant match; Strong feature alignment; High string similarity; Same model family,72,OpenAI,YES
openai/gpt-4o,OpenAI: GPT-4o,YES,"GPT-4o (""o"" for ""omni"") is OpenAI's latest AI model, supporting both text and image inputs with text outputs. It maintains the intelligence level of [GPT-4 Turbo](/models/openai/gpt-4-turbo) while being twice as fast and 50% more cost-effective. GPT-4o also offers improved performance in processing non-English languages and enhanced visual capabilities.

For benchmarking against other models, it was briefly called [""im-also-a-good-gpt2-chatbot""](https://twitter.com/LiamFedus/status/1790064963966370209)

#multimodal",128000,5.0,20.0,YES,$$$,NO,NO,YES,1405,2025-05-07 21:34:51.563806,2025-05-24 17:00:09.730058,,,,No confident match found,,,NO
openai/gpt-4o-2024-05-13,OpenAI: GPT-4o (2024-05-13),YES,"GPT-4o (""o"" for ""omni"") is OpenAI's latest AI model, supporting both text and image inputs with text outputs. It maintains the intelligence level of [GPT-4 Turbo](/models/openai/gpt-4-turbo) while being twice as fast and 50% more cost-effective. GPT-4o also offers improved performance in processing non-English languages and enhanced visual capabilities.

For benchmarking against other models, it was briefly called [""im-also-a-good-gpt2-chatbot""](https://twitter.com/LiamFedus/status/1790064963966370209)

#multimodal",128000,10.0,30.0,YES,$$$,NO,NO,YES,1405,2025-05-07 21:34:51.563806,2025-05-24 17:00:10.575587,,,,No confident match found,,,NO
openai/gpt-4o-2024-08-06,OpenAI: GPT-4o (2024-08-06),YES,"The 2024-08-06 version of GPT-4o offers improved performance in structured outputs, with the ability to supply a JSON schema in the respone_format. Read more [here](https://openai.com/index/introducing-structured-outputs-in-the-api/).

GPT-4o (""o"" for ""omni"") is OpenAI's latest AI model, supporting both text and image inputs with text outputs. It maintains the intelligence level of [GPT-4 Turbo](/models/openai/gpt-4-turbo) while being twice as fast and 50% more cost-effective. GPT-4o also offers improved performance in processing non-English languages and enhanced visual capabilities.

For benchmarking against other models, it was briefly called [""im-also-a-good-gpt2-chatbot""](https://twitter.com/LiamFedus/status/1790064963966370209)",128000,5.0,20.0,YES,$$$,NO,NO,YES,1405,2025-05-07 21:34:51.563806,2025-05-24 16:59:58.930030,,,,No confident match found,,,NO
